seed,gain,method,steps,gradient_error,gradient_cosine,residual,fixed_point_distance,recurrence_error
42001,0.8,pc,32,0.6376780300308172,0.8772562827918441,3.796074614112094,0.0003160094173763468,4.880786012933386e-16
42001,0.8,pc,128,0.6376466860062449,0.8772344047003697,3.796208970332095,9.222602149976798e-09,4.950246363940394e-16
42001,0.8,pc,512,0.6376466854994495,0.8772344045674298,3.796208971064444,5.881221646633104e-16,5.881221646578564e-16
42001,0.8,pc,4096,0.6376466854994495,0.8772344045674298,3.796208971064444,5.881221646633104e-16,5.881221646633104e-16
42001,0.8,alm_exact,8,0.39824838416240615,0.9485448795366678,2.382709125047675,0.3366537010878134,3.9424313666365006e-16
42001,0.8,alm_exact,32,0.025054021316848262,0.9998128378565936,0.13184143951564783,0.017334864308656793,3.5192404258990304e-16
42001,0.8,alm_exact,128,8.918672151207097e-06,0.9999999999612478,7.439688387747128e-05,9.235151975472665e-06,3.8900746823018745e-16
42001,0.8,alm_exact,512,9.68071392931617e-15,1.0000000000000002,1.8824448015202908e-14,3.506646237472481e-15,3.3144113125167915e-16
42001,0.8,alm_exact,4096,6.864317461939877e-16,1.0,1.5938776745386055e-15,3.7363497989105063e-16,3.7363497989105063e-16
42001,0.8,alm_masked,8,0.4154620554847162,0.94246584927932,2.361190191885043,0.32863850397137495,3.7648223346607466e-16
42001,0.8,alm_masked,32,0.15654822573172833,0.9879659812753881,0.12172784287811893,0.016245903489578897,2.764376156999528e-16
42001,0.8,alm_masked,128,0.15456954201795295,0.9880317494049408,3.025402828261827e-06,5.009278153341387e-07,3.057595377674238e-16
42001,0.8,alm_masked,512,0.1545697382559846,0.9880317173079812,1.7709547193357019e-15,3.6459453769416963e-16,3.647379532072537e-16
42001,0.8,alm_masked,4096,0.1545697382559846,0.9880317173079812,1.7566505780588377e-15,3.635355035816747e-16,3.635355035816747e-16
42002,0.4,pc,8,0.5987204298241677,0.9318938048194021,2.854165621064815,0.007514294295878508,4.336754552157585e-16
