task,seed,method,budget,hidden_cosine,all_cosine,residual
linear,1219,shuffle,1,0.8632748612753625,0.541686576778856,0.04312382973043669
linear,1219,shuffle,2,0.8700901787237489,0.5906672541996727,0.07312426492373104
linear,1219,shuffle,4,0.868965926752286,0.6503671891329952,0.10913928985943311
linear,1219,shuffle,8,0.8449360279155886,0.6920848380528173,0.13466702812476292
linear,1219,shuffle,16,0.8031273580831165,0.7141178886468657,0.13288872315843114
linear,1219,shuffle,32,0.8282023587507754,0.7857532380623218,0.11495628836323481
linear,1200,tp,1,0.7869046539766138,0.5357855449230161,0.03929231758507396
linear,1200,tp,2,0.7966028877815108,0.565423066562505,0.06735671038933325
linear,1200,tp,4,0.8049353177106041,0.5859175411940691,0.10241240669079711
linear,1200,tp,8,0.7998280822740286,0.5925722667091698,0.12986491636198666
linear,1200,tp,16,0.7739727524782861,0.6296629657157886,0.13241157382251334
linear,1200,tp,32,0.814045997131439,0.7526609342075568,0.110320177250797
linear,1201,tp,1,0.8051502926699023,0.5915785611357948,0.03623138461783786
linear,1201,tp,2,0.8128175642338279,0.6151560970589368,0.06312095220750219
linear,1201,tp,4,0.8183408283568105,0.6240181389001193,0.09793294075933628
linear,1201,tp,8,0.80762827036542,0.6144367832371629,0.1262894790996891
linear,1201,tp,16,0.774617175833821,0.6395104142444586,0.12998006450437488
linear,1201,tp,32,0.811497636901145,0.7485356925800897,0.11123263302361198
linear,1202,tp,1,0.8614377520806188,0.6047984726866557,0.046706989085507904
linear,1202,tp,2,0.8661316654213854,0.6495786496445293,0.07804899657909421
linear,1202,tp,4,0.8625822028533577,0.7013817963669648,0.11355467451183368
linear,1202,tp,8,0.8301602794568609,0.7086294281795046,0.13657129427797227
linear,1202,tp,16,0.784143240931844,0.6992855077353046,0.1356986294271026
linear,1202,tp,32,0.805575925398576,0.7631126783386909,0.12145762283986049
linear,1203,tp,1,0.8164532911304191,0.4680161152837506,0.040997192291843294
linear,1203,tp,2,0.8303365699507296,0.5359630082132805,0.06655854698034734
linear,1203,tp,4,0.8415683407942668,0.6200729253204914,0.09466219553457612
linear,1203,tp,8,0.8339257797579365,0.6812851604254643,0.11517147852442518
linear,1203,tp,16,0.8085904222307339,0.7217023600915846,0.1179640458858899
linear,1203,tp,32,0.8381133595233512,0.8052003905264886,0.09877342065524672
linear,1204,tp,1,0.8474424638253455,0.5877772831092372,0.048467948142843206
linear,1204,tp,2,0.8548786159548198,0.6105010487862988,0.08198084063882347
linear,1204,tp,4,0.8589831368264665,0.6247264085805706,0.12151816614819645
linear,1204,tp,8,0.8497856936446478,0.65437893533637,0.14823788436954569
linear,1204,tp,16,0.8253486670785763,0.6975396043307664,0.14632197570323913
linear,1204,tp,32,0.8511103129250353,0.7725245585297033,0.12675236967017808
linear,1205,tp,1,0.8638272131071576,0.4826504399027665,0.040996342298679975
linear,1205,tp,2,0.869229765983128,0.5465467479507646,0.07009765289543173
linear,1205,tp,4,0.871853413108501,0.6156562454751903,0.10575771128787144
linear,1205,tp,8,0.8615077858684214,0.6699712753651526,0.13190605980422093
linear,1205,tp,16,0.8351695556436967,0.7144269562455713,0.13251876934538515
linear,1205,tp,32,0.8573193352775873,0.7977434587484443,0.11736182756720005
linear,1206,tp,1,0.8043241701315365,0.5261596322297254,0.04143214795020732
linear,1206,tp,2,0.814872908063014,0.5632348678268915,0.07031129288433564
linear,1206,tp,4,0.8242468157309616,0.5922036715877126,0.10497325621920163
linear,1206,tp,8,0.8179412620156001,0.6164330606513202,0.13021935996707443
linear,1206,tp,16,0.794417619064547,0.6550936969246267,0.13203984417680228
linear,1206,tp,32,0.8451209743009783,0.7768423692844217,0.11094720463079127
linear,1207,tp,1,0.8391803232516727,0.5580389326007908,0.037979715994232936
linear,1207,tp,2,0.8448081095901239,0.5992925183083292,0.0658412668084415
linear,1207,tp,4,0.8497139862163903,0.6532567947541724,0.1010414687972142
linear,1207,tp,8,0.8437414663780353,0.6991613756243255,0.12734089700167342
linear,1207,tp,16,0.8167440677506984,0.7264718876272668,0.12608386863241822
linear,1207,tp,32,0.8379377093475174,0.7943350588776652,0.10806158402386032
linear,1208,tp,1,0.8313748078242461,0.520430771337933,0.040288807523043056
linear,1208,tp,2,0.8409746583991445,0.5737778832095479,0.06648571773854049
linear,1208,tp,4,0.8462000710836989,0.6406398965293947,0.09716075547112903
linear,1208,tp,8,0.8411588946612483,0.6796563851368062,0.12057088139321114
linear,1208,tp,16,0.828596493995721,0.7158386972606499,0.12223832131939302
linear,1208,tp,32,0.8654539840599811,0.8069426476166952,0.10679867379355286
linear,1209,tp,1,0.8611944316217202,0.5543243178072991,0.051463118896150184
linear,1209,tp,2,0.8698605369681575,0.5781534224138443,0.08356911296338732
linear,1209,tp,4,0.8775362286119139,0.6284062212836226,0.11682779054550946
linear,1209,tp,8,0.8712064830279451,0.6886024955890266,0.13580954323016478
linear,1209,tp,16,0.8392795108747289,0.7271804061737122,0.1335928782770692
linear,1209,tp,32,0.858355338039096,0.8100292252696106,0.11459175680988405
linear,1210,tp,1,0.8860585775878919,0.6153484952770695,0.03237720647735627
linear,1210,tp,2,0.8929519852639346,0.6599790766876908,0.05686675614692353
linear,1210,tp,4,0.897829192843465,0.7091064690778033,0.08924820536115159
linear,1210,tp,8,0.8861288066106059,0.7290126866969433,0.11631918385268195
linear,1210,tp,16,0.8519832223819901,0.746935521141072,0.11986665676319043
linear,1210,tp,32,0.8904374339617446,0.8403490298156192,0.10178572141892527
linear,1211,tp,1,0.7114016035978225,0.5857299161152931,0.03728947260158179
linear,1211,tp,2,0.7232784251338007,0.6067157601966426,0.06370923393195214
linear,1211,tp,4,0.7346960772941699,0.6105970859878674,0.0958306430885358
linear,1211,tp,8,0.7303271156371642,0.594671590236909,0.11913184403097453
linear,1211,tp,16,0.7201465633727069,0.6125050700864516,0.11990796180413724
linear,1211,tp,32,0.7905355837125843,0.7083589948062933,0.10556705812270989
linear,1212,tp,1,0.903880365928251,0.5337902071087232,0.038687839903534145
linear,1212,tp,2,0.904319726053123,0.5918323552519944,0.06576052454156876
linear,1212,tp,4,0.8917833093618429,0.6604701068552143,0.0994327275468664
linear,1212,tp,8,0.8481890438654736,0.6962404021359752,0.12733293098990686
linear,1212,tp,16,0.7962805505457622,0.7029667153290309,0.1283050000663891
linear,1212,tp,32,0.8189318392843761,0.7678528314112956,0.10871845310234243
linear,1213,tp,1,0.7788303137926739,0.49454209229266394,0.04601208405457026
linear,1213,tp,2,0.7919977951843121,0.5396779829105599,0.07569408963682123
linear,1213,tp,4,0.7976199909982558,0.5932288032765641,0.10875436471358893
linear,1213,tp,8,0.7696609797463874,0.6247464864147992,0.13171360171056828
linear,1213,tp,16,0.7319149735852342,0.6503774374754206,0.1315470521429747
linear,1213,tp,32,0.783775811669634,0.7466947826296405,0.11487116832957354
linear,1214,tp,1,0.8301833125884348,0.5441544161450361,0.035816836709680284
linear,1214,tp,2,0.8379580126023085,0.5860729688080447,0.061238839655045244
linear,1214,tp,4,0.842519584199267,0.6330719918555242,0.09290178728294368
linear,1214,tp,8,0.8308060602180439,0.67227648621554,0.11794528427694718
linear,1214,tp,16,0.8069812066472057,0.7128715101473494,0.1183911556159557
linear,1214,tp,32,0.8428667195692292,0.7980450820593201,0.09697162559206518
linear,1215,tp,1,0.7895424090137149,0.5838670274492015,0.03948795998245587
linear,1215,tp,2,0.798548206114556,0.6011731016118103,0.06702400537823008
linear,1215,tp,4,0.8012064018188895,0.6136884507955778,0.10050416870305752
linear,1215,tp,8,0.7820070100539573,0.6190430076392801,0.1258296034948748
linear,1215,tp,16,0.748158604266741,0.641301802222438,0.12574293662872052
linear,1215,tp,32,0.8110747555405876,0.7614793588042195,0.10492672168632558
linear,1216,tp,1,0.8129054284092159,0.57037958763375,0.04585637202055077
linear,1216,tp,2,0.8195954297166057,0.6044500092411709,0.07685919219991087
linear,1216,tp,4,0.8152274841835911,0.6169601442873957,0.11196666676732094
linear,1216,tp,8,0.7688239729760457,0.6068496726499595,0.1341321219186628
linear,1216,tp,16,0.7183503542916443,0.6101178271021955,0.1365078238327813
linear,1216,tp,32,0.767878300031164,0.698907926397245,0.11858854785778986
linear,1217,tp,1,0.8317142067673694,0.5400462701269498,0.038933826110373444
linear,1217,tp,2,0.8391975050604159,0.576911535005309,0.06641082519332668
linear,1217,tp,4,0.8452617350718454,0.6160745071956926,0.09965478931403297
linear,1217,tp,8,0.8372080406027845,0.6559472335265286,0.12322611684859973
linear,1217,tp,16,0.8058028789071993,0.6902398775626437,0.12358237958857912
linear,1217,tp,32,0.8248734680011639,0.7676154722136114,0.1095232825996238
linear,1218,tp,1,0.8550409539860965,0.6285346233351646,0.03883232364853416
linear,1218,tp,2,0.863597868727876,0.6590044326432258,0.06689457875581625
linear,1218,tp,4,0.8721112360540062,0.6817532576482149,0.10191697608987207
linear,1218,tp,8,0.8693213524065542,0.69465410202708,0.12818820989515584
linear,1218,tp,16,0.843029035910957,0.7281494967181533,0.12970919977422826
linear,1218,tp,32,0.8692651624973057,0.8179059714684238,0.11479623405724997
linear,1219,tp,1,0.8661563361344162,0.5453562528599724,0.04312382973043669
linear,1219,tp,2,0.8722982445239824,0.5976260155142665,0.07294994059630783
linear,1219,tp,4,0.8723687991330968,0.6601119674971878,0.1084362200218541
linear,1219,tp,8,0.8511919306456004,0.7017847445532439,0.1333636321799414
linear,1219,tp,16,0.8175202060617496,0.72825434588267,0.13119351346615718
linear,1219,tp,32,0.8516176660515441,0.8088171456821664,0.1102700266563997
nonlinear,1200,pc,1,0.7661461875124987,0.48906865264670873,0.026894872744130032
nonlinear,1200,pc,2,0.7798853361039257,0.5256737566846061,0.04598737316357556
nonlinear,1200,pc,4,0.7962224909613099,0.5678090778745069,0.07062681789155208
nonlinear,1200,pc,8,0.8033099275528754,0.6027970362364296,0.09509228477146475
nonlinear,1200,pc,16,0.787851772643221,0.6140209088780851,0.11443432937871188
nonlinear,1200,pc,32,0.7596511428106228,0.5903469879612239,0.12999169099295999
nonlinear,1201,pc,1,0.8624280413408509,0.4630739580440662,0.027714298436082408
nonlinear,1201,pc,2,0.869139729383965,0.5151422318645877,0.047730251213650106
nonlinear,1201,pc,4,0.8724120771087579,0.568607770710901,0.07396377404241228
nonlinear,1201,pc,8,0.8599233331625203,0.6024634783727532,0.10025581245038609
nonlinear,1201,pc,16,0.8305881399067779,0.6058968394265531,0.11961756291747257
nonlinear,1201,pc,32,0.7986630223944837,0.5882111261915463,0.1316405223541609
nonlinear,1202,pc,1,0.824934254062879,0.5712011536603668,0.03245626962892825
nonlinear,1202,pc,2,0.8332054760463784,0.6047960246649177,0.054201099780384634
nonlinear,1202,pc,4,0.8325924622394987,0.6377375048219337,0.0803090203576508
nonlinear,1202,pc,8,0.8014099961864672,0.6474500429357871,0.10362498039324976
nonlinear,1202,pc,16,0.7423748266331197,0.6216678389325961,0.11978293390172881
nonlinear,1202,pc,32,0.6905873966348556,0.5822882456641205,0.13025294708836144
nonlinear,1203,pc,1,0.7994405293769477,0.42763759785612804,0.03286651013096342
nonlinear,1203,pc,2,0.8100643517186211,0.47198962081585377,0.05368620153424328
nonlinear,1203,pc,4,0.8164430679793806,0.5102375147572829,0.0771831138535437
nonlinear,1203,pc,8,0.8045193429042451,0.5295390392086947,0.09660886867710108
nonlinear,1203,pc,16,0.7685415260373153,0.5302976241523643,0.10974050973936421
nonlinear,1203,pc,32,0.7296456047548691,0.5226863701850712,0.11938095846846397
nonlinear,1204,pc,1,0.848259813935786,0.5356544355436738,0.030527094261850303
nonlinear,1204,pc,2,0.8555754799390193,0.5744904845703593,0.05147413640402143
nonlinear,1204,pc,4,0.8581127090874565,0.6062284053988086,0.07689867699017633
nonlinear,1204,pc,8,0.8425985913217074,0.6219462278983195,0.09915313037420238
nonlinear,1204,pc,16,0.8079519851117342,0.6239332791689155,0.11354769500460823
nonlinear,1204,pc,32,0.7687734650837836,0.6118165890342626,0.12227853640607032
nonlinear,1205,pc,1,0.8596881427132387,0.4767742827217041,0.025110808199247582
nonlinear,1205,pc,2,0.8659855398210448,0.5338075026715217,0.04305583558175457
nonlinear,1205,pc,4,0.8656678860289552,0.5934242945735678,0.06643220995781947
nonlinear,1205,pc,8,0.8440744445740648,0.6244189753336151,0.0901024907095133
nonlinear,1205,pc,16,0.8042905122639035,0.6157701375564624,0.10841694159497264
nonlinear,1205,pc,32,0.7666857715077388,0.5858823727174565,0.12036514691229151
nonlinear,1206,pc,1,0.5803008791867627,0.4166044580876199,0.03834791049179584
nonlinear,1206,pc,2,0.6125535296290358,0.43658103724189734,0.06336475506644597
nonlinear,1206,pc,4,0.6607585896468676,0.4561258326059308,0.09168777502599212
nonlinear,1206,pc,8,0.7044656530352761,0.48224394950592453,0.11402471743568475
nonlinear,1206,pc,16,0.7139381933166931,0.4984141260623174,0.12840236931367374
nonlinear,1206,pc,32,0.7086801502178474,0.4956551390443969,0.13921670527116156
nonlinear,1207,pc,1,0.8271070912873064,0.5321666944871285,0.028158067020715192
nonlinear,1207,pc,2,0.8361138748821135,0.5631551963887412,0.04840958614643538
nonlinear,1207,pc,4,0.8431202652931705,0.5950715736636778,0.07462747479901889
nonlinear,1207,pc,8,0.8357599215541113,0.623608865423367,0.09990937139470676
nonlinear,1207,pc,16,0.8081780488313504,0.6388400603287518,0.1175821099118938
nonlinear,1207,pc,32,0.776522652234304,0.6371302930228361,0.12871177273108522
nonlinear,1208,pc,1,0.701480598106984,0.41883926253608317,0.03223378006843837
nonlinear,1208,pc,2,0.7198394947002746,0.45326303492423525,0.051998204199948495
nonlinear,1208,pc,4,0.7357850749736158,0.49270483252079805,0.07427739284323977
nonlinear,1208,pc,8,0.7330091349674014,0.5149277162844201,0.09513702920773244
nonlinear,1208,pc,16,0.7153656604809138,0.5083865605749378,0.11292345229131039
nonlinear,1208,pc,32,0.6991831151611734,0.4882359975363782,0.12613571005887714
nonlinear,1209,pc,1,0.9163775822984779,0.508752169761291,0.036349127821107004
nonlinear,1209,pc,2,0.9202804128572979,0.5682313222186678,0.05996450030702297
nonlinear,1209,pc,4,0.9214957884952782,0.6297944208544396,0.08680053928503048
nonlinear,1209,pc,8,0.909881645709142,0.6606531513782576,0.10851857662865534
nonlinear,1209,pc,16,0.8816367479942667,0.6500191261917058,0.1220437494265788
nonlinear,1209,pc,32,0.8497797750945556,0.6209264399991389,0.1307381667013922
nonlinear,1210,pc,1,0.8633090382228347,0.5574055142351589,0.031028224665070686
nonlinear,1210,pc,2,0.8698254006431728,0.6063718550943883,0.053792889366158524
nonlinear,1210,pc,4,0.8724985643512935,0.6580332492910627,0.08400186866265051
nonlinear,1210,pc,8,0.8574386949996734,0.6706506809555398,0.11431180941360104
nonlinear,1210,pc,16,0.8202278026644584,0.6460366918251398,0.13568915183782668
nonlinear,1210,pc,32,0.7870999179451215,0.6148751780844328,0.14676586298280345
nonlinear,1211,pc,1,0.7527798458939725,0.5260331371464322,0.026897703124720444
nonlinear,1211,pc,2,0.7673489941527769,0.5541861541983629,0.045739820432891626
nonlinear,1211,pc,4,0.7837155581930293,0.5759664533511732,0.06959562069194458
nonlinear,1211,pc,8,0.7897110854599338,0.5774987622125433,0.09232203842800271
nonlinear,1211,pc,16,0.7742300134642024,0.5652045168069546,0.10873908559719364
nonlinear,1211,pc,32,0.7422742162979468,0.5432670257773181,0.12052607411686479
nonlinear,1212,pc,1,0.8705453760404874,0.5258512826244932,0.02549421735627144
nonlinear,1212,pc,2,0.876635506488013,0.5800136152149337,0.043400052505121654
nonlinear,1212,pc,4,0.8793286604899561,0.6480675174362781,0.0664352817800625
nonlinear,1212,pc,8,0.8703894686495584,0.7007112187384958,0.0895438636014896
nonlinear,1212,pc,16,0.8495910530494584,0.7154490353272511,0.10674726381352968
nonlinear,1212,pc,32,0.8260884679562127,0.7023687207950764,0.11716858388399046
nonlinear,1213,pc,1,0.7720291646997081,0.45494917250227007,0.037316086483632875
nonlinear,1213,pc,2,0.7845824238121917,0.4969068528123146,0.06162580853619946
nonlinear,1213,pc,4,0.7924832165561587,0.5345540795181691,0.09005746985686586
nonlinear,1213,pc,8,0.7790236629670897,0.5423523013002524,0.11550477969092411
nonlinear,1213,pc,16,0.7484365144756465,0.5206521040947732,0.13383738487022562
nonlinear,1213,pc,32,0.7113811796718261,0.49001575552867505,0.1460561170332478
nonlinear,1214,pc,1,0.7646435017783003,0.5478329133381225,0.026036923263215384
nonlinear,1214,pc,2,0.7776288796089303,0.5742880307033503,0.04441095930236107
nonlinear,1214,pc,4,0.788048495757755,0.6035967707535889,0.06804220736637985
nonlinear,1214,pc,8,0.7824877842378701,0.6252316549579431,0.09156763896571199
nonlinear,1214,pc,16,0.7590506464787684,0.6307797158722559,0.1092180677658352
nonlinear,1214,pc,32,0.7321775890414935,0.6210118665757349,0.12012537503165355
nonlinear,1215,pc,1,0.8282671986228938,0.5452097440819214,0.026879709141331126
nonlinear,1215,pc,2,0.836568705156452,0.5830312541725846,0.04604026106250545
nonlinear,1215,pc,4,0.8397193836333572,0.629333770988635,0.07090207287523143
nonlinear,1215,pc,8,0.8251507276684917,0.6636959556595863,0.09569733940960648
nonlinear,1215,pc,16,0.7949700983384611,0.6616783330248971,0.11414621577653175
nonlinear,1215,pc,32,0.7690805953088905,0.6347674453723374,0.12558183903790968
nonlinear,1216,pc,1,0.8184185175888545,0.5321488666627587,0.030343107898727937
nonlinear,1216,pc,2,0.8274325106095642,0.5849455331147915,0.05152843974625821
nonlinear,1216,pc,4,0.8301134184256255,0.6336555712873913,0.07793406801752868
nonlinear,1216,pc,8,0.8091831083964255,0.6346346796343607,0.10169496970873754
nonlinear,1216,pc,16,0.7714213256490834,0.6127715736771006,0.11602995119566215
nonlinear,1216,pc,32,0.7396147233490321,0.59073789904051,0.12370548554651135
nonlinear,1217,pc,1,0.8968953583975677,0.48332824039442024,0.025453911738656524
nonlinear,1217,pc,2,0.9019369380522908,0.5363681369650501,0.04406695225050735
nonlinear,1217,pc,4,0.9059762871881678,0.5888295856248281,0.06856901843790175
nonlinear,1217,pc,8,0.9006867944292887,0.622066592014258,0.09256462977186303
nonlinear,1217,pc,16,0.8733250861850582,0.6253688692889219,0.10952550267101925
nonlinear,1217,pc,32,0.8337365059134765,0.6048174730808913,0.12084610019361516
nonlinear,1218,pc,1,0.8717262244220348,0.5289730030779507,0.02981206170902565
nonlinear,1218,pc,2,0.8773550846715711,0.5816244373645848,0.0505300376630146
nonlinear,1218,pc,4,0.8756660413137564,0.6446405327440158,0.07634705944561837
nonlinear,1218,pc,8,0.8503375130512526,0.6842636211764529,0.10033630769864382
nonlinear,1218,pc,16,0.8036364314738099,0.6735415968781738,0.11728545763927878
nonlinear,1218,pc,32,0.7605411770273703,0.6367079326983904,0.12893939142414446
nonlinear,1219,pc,1,0.8725313569507562,0.5419248245305092,0.025383949766110202
nonlinear,1219,pc,2,0.87798290139783,0.5851416059401437,0.04356808056237973
nonlinear,1219,pc,4,0.8759829384182002,0.6335879775467916,0.06734246105394656
nonlinear,1219,pc,8,0.8492360045558135,0.6627311844688826,0.09163948843675761
nonlinear,1219,pc,16,0.7963262046272668,0.6584210844407885,0.11109754847803152
nonlinear,1219,pc,32,0.7445466731801307,0.6346628243549606,0.12426339901781645
nonlinear,1200,pcalm,1,0.7661461875124987,0.48906865264670873,0.026894872744130032
nonlinear,1200,pcalm,2,0.7811593236429069,0.537059990718656,0.04541032302734789
nonlinear,1200,pcalm,4,0.801423446633876,0.6187689906513607,0.0671530803744084
nonlinear,1200,pcalm,8,0.8202039556631803,0.7247284570454158,0.08172825867218106
nonlinear,1200,pcalm,16,0.8380391063869908,0.7994039814327841,0.08008735826652033
nonlinear,1200,pcalm,32,0.8943715328245639,0.871747469337009,0.06267786670707232
nonlinear,1201,pcalm,1,0.8624280413408509,0.4630739580440662,0.027714298436082408
nonlinear,1201,pcalm,2,0.8697294150743542,0.5299563834397916,0.0471080829799135
nonlinear,1201,pcalm,4,0.8738878695806082,0.6279338358600052,0.07017522686875455
nonlinear,1201,pcalm,8,0.8626065899439594,0.7321730681222589,0.08615928452510585
nonlinear,1201,pcalm,16,0.8541459625182396,0.80098349898904,0.08401020068259599
nonlinear,1201,pcalm,32,0.9045995236033082,0.8783051167924583,0.06399964541430353
nonlinear,1202,pcalm,1,0.824934254062879,0.5712011536603668,0.03245626962892825
nonlinear,1202,pcalm,2,0.8339431792076135,0.615764272286964,0.05343317378078319
nonlinear,1202,pcalm,4,0.8345145733630598,0.685941809840408,0.07605463379995213
nonlinear,1202,pcalm,8,0.808822208156468,0.7504855788771726,0.08928016155072348
nonlinear,1202,pcalm,16,0.7921798406241259,0.7761816727749246,0.08501986529621468
nonlinear,1202,pcalm,32,0.8449070724438528,0.8323820721915394,0.06595549419086094
nonlinear,1203,pcalm,1,0.7994405293769477,0.42763759785612804,0.03286651013096342
nonlinear,1203,pcalm,2,0.8115063380750868,0.489793089326354,0.053094715940427785
nonlinear,1203,pcalm,4,0.8247103062814337,0.5809748785926527,0.07363976265048452
nonlinear,1203,pcalm,8,0.8336562509238564,0.6893635575733967,0.0834955264028483
nonlinear,1203,pcalm,16,0.8379669548687789,0.7769627055618933,0.07812705109398521
nonlinear,1203,pcalm,32,0.8800253165387435,0.8559885249425074,0.05989262221829884
nonlinear,1204,pcalm,1,0.848259813935786,0.5356544355436738,0.030527094261850303
nonlinear,1204,pcalm,2,0.8562793225158866,0.5887519028934305,0.05091000085186992
nonlinear,1204,pcalm,4,0.8608842150908365,0.6666727726595943,0.0734052814839716
nonlinear,1204,pcalm,8,0.8530960097993062,0.7517237390593261,0.08559653661238156
nonlinear,1204,pcalm,16,0.8447163996131412,0.8050402555581334,0.08003284198992275
nonlinear,1204,pcalm,32,0.8820989744047487,0.8576864624090331,0.06179285068443743
nonlinear,1205,pcalm,1,0.8596881427132387,0.4767742827217041,0.025110808199247582
nonlinear,1205,pcalm,2,0.8667472233383641,0.549922654189065,0.042579696375804846
nonlinear,1205,pcalm,4,0.8691848946929674,0.6582336927006314,0.06344423262297834
nonlinear,1205,pcalm,8,0.8570888510327836,0.7589495419883974,0.07798831622986524
nonlinear,1205,pcalm,16,0.8474034295722388,0.8117865530348779,0.07452731843280526
nonlinear,1205,pcalm,32,0.8880615084415705,0.8750680566688951,0.05485977050493062
nonlinear,1206,pcalm,1,0.5803008791867627,0.4166044580876199,0.03834791049179584
nonlinear,1206,pcalm,2,0.61534598474401,0.447652776142976,0.06247734750172416
nonlinear,1206,pcalm,4,0.6726977030925403,0.5110127421265087,0.08659602327673405
nonlinear,1206,pcalm,8,0.7400151671215099,0.6253935539418537,0.09730167601050004
nonlinear,1206,pcalm,16,0.7967879833702418,0.7321278916355788,0.09395430329786482
nonlinear,1206,pcalm,32,0.8860114640608292,0.834976052329274,0.07720568836606093
nonlinear,1207,pcalm,1,0.8271070912873064,0.5321666944871285,0.028158067020715192
nonlinear,1207,pcalm,2,0.8369715918865315,0.5748077626514776,0.04785855209700464
nonlinear,1207,pcalm,4,0.8465508036841198,0.6468198792729599,0.07121693014620734
nonlinear,1207,pcalm,8,0.8475056897743561,0.7446882110362422,0.08641226230455835
nonlinear,1207,pcalm,16,0.8479804283438375,0.8154467087416145,0.08132150590486974
nonlinear,1207,pcalm,32,0.900764453432362,0.8855693023710226,0.0605960527164965
nonlinear,1208,pcalm,1,0.701480598106984,0.41883926253608317,0.03223378006843837
nonlinear,1208,pcalm,2,0.7218503150459423,0.4658850468322103,0.051341250087480486
nonlinear,1208,pcalm,4,0.7458884457512015,0.547793995248521,0.07056257176192471
nonlinear,1208,pcalm,8,0.7664690738530429,0.6528739746373071,0.08216430333674707
nonlinear,1208,pcalm,16,0.7991896505869286,0.7498273800398099,0.07944763581490989
nonlinear,1208,pcalm,32,0.8678006642032484,0.8415223426563526,0.060646963113826176
nonlinear,1209,pcalm,1,0.9163775822984779,0.508752169761291,0.036349127821107004
nonlinear,1209,pcalm,2,0.9207416503766326,0.5869970784562639,0.059306001319068484
nonlinear,1209,pcalm,4,0.9238745005509641,0.7031830555290727,0.08278672246789909
nonlinear,1209,pcalm,8,0.9190648651434841,0.808427303787897,0.09362490744190329
nonlinear,1209,pcalm,16,0.9096753794287508,0.8588368772685495,0.08783090831652143
nonlinear,1209,pcalm,32,0.9339943812868212,0.9061054117380943,0.06982327422329619
nonlinear,1210,pcalm,1,0.8633090382228347,0.5574055142351589,0.031028224665070686
nonlinear,1210,pcalm,2,0.8705547842202408,0.6194199995566003,0.0531702110639365
nonlinear,1210,pcalm,4,0.8755480522138138,0.7138736011907358,0.07998374838385608
nonlinear,1210,pcalm,8,0.8649814831787581,0.78095530682769,0.09831110499227537
nonlinear,1210,pcalm,16,0.8394577086751743,0.7934873472869175,0.09467085695697343
nonlinear,1210,pcalm,32,0.8920507607065136,0.8574036571037447,0.07330057463996427
nonlinear,1211,pcalm,1,0.7527798458939725,0.5260331371464322,0.026897703124720444
nonlinear,1211,pcalm,2,0.7685736520914667,0.5641230513767581,0.045028363767819594
nonlinear,1211,pcalm,4,0.7874531610527753,0.6220480945792479,0.06554141065340915
nonlinear,1211,pcalm,8,0.7983740317505512,0.6927776675972539,0.07880528483677916
nonlinear,1211,pcalm,16,0.8118629507067749,0.7543107836715381,0.07830785955088965
nonlinear,1211,pcalm,32,0.8728479969316397,0.8327062277164743,0.06309062591204942
nonlinear,1212,pcalm,1,0.8705453760404874,0.5258512826244932,0.02549421735627144
nonlinear,1212,pcalm,2,0.8772736750016364,0.5937964573860309,0.04289651575927988
nonlinear,1212,pcalm,4,0.881688725621628,0.7055838137845807,0.06335418334120974
nonlinear,1212,pcalm,8,0.8775850547932644,0.8118764748866929,0.07752186078525351
nonlinear,1212,pcalm,16,0.8796330776052377,0.8557243449909515,0.0736152703238848
nonlinear,1212,pcalm,32,0.9214444796559771,0.9046468992306983,0.05470121893902574
nonlinear,1213,pcalm,1,0.7720291646997081,0.45494917250227007,0.037316086483632875
nonlinear,1213,pcalm,2,0.785935753455659,0.5119220828461697,0.060738195184224485
nonlinear,1213,pcalm,4,0.7983298108255782,0.5972667329462605,0.08504587438704679
nonlinear,1213,pcalm,8,0.7961582532569549,0.6785386542629447,0.09867504454319309
nonlinear,1213,pcalm,16,0.7912766010457709,0.7277088795489333,0.09749613603140835
nonlinear,1213,pcalm,32,0.841081519534365,0.8068118745586108,0.07927019444249973
nonlinear,1214,pcalm,1,0.7646435017783003,0.5478329133381225,0.026036923263215384
nonlinear,1214,pcalm,2,0.7788751842256795,0.5832617038547141,0.04385635866431304
nonlinear,1214,pcalm,4,0.7928827985151835,0.6454307183531098,0.06473692081342966
nonlinear,1214,pcalm,8,0.7971018672169164,0.7299896309923882,0.07908330974784465
nonlinear,1214,pcalm,16,0.8037771847478348,0.7938032475044952,0.07550633328704234
nonlinear,1214,pcalm,32,0.8588536208332219,0.8605797881342256,0.05654446282529371
nonlinear,1215,pcalm,1,0.8282671986228938,0.5452097440819214,0.026879709141331126
nonlinear,1215,pcalm,2,0.8373514282377765,0.5941057361983624,0.04546797955593349
nonlinear,1215,pcalm,4,0.8422001084334065,0.677997531467626,0.06746783962177547
nonlinear,1215,pcalm,8,0.8329156033581643,0.7678652954323124,0.08256231582795559
nonlinear,1215,pcalm,16,0.8292926943417381,0.8099398968743542,0.07929575521317851
nonlinear,1215,pcalm,32,0.8833933889814571,0.8736615807702129,0.059419586459329723
nonlinear,1216,pcalm,1,0.8184185175888545,0.5321488666627587,0.030343107898727937
nonlinear,1216,pcalm,2,0.8282735779910003,0.5987857975795055,0.05092245883873255
nonlinear,1216,pcalm,4,0.8330656410635149,0.6919147804018394,0.07428129151505078
nonlinear,1216,pcalm,8,0.8206704560145891,0.7544021085718009,0.08773057458659655
