task,seed,method,epoch,validation_mse
linear,1201,pcalm,32,0.6637883861519588
linear,1201,pcalm,33,0.6606542953922835
linear,1201,pcalm,34,0.6583838790977938
linear,1201,pcalm,35,0.6551555063930591
linear,1201,pcalm,36,0.6521513625136955
linear,1201,pcalm,37,0.6502604652749086
linear,1201,pcalm,38,0.6485591604650268
linear,1201,pcalm,39,0.646361848357845
linear,1201,pcalm,40,0.6436809226403866
linear,1201,pcalm,41,0.6415082505467983
linear,1201,pcalm,42,0.6397448588105723
linear,1201,pcalm,43,0.6378511936236814
linear,1201,pcalm,44,0.6361358286995066
linear,1201,pcalm,45,0.6329223926211369
linear,1201,pcalm,46,0.6319216198972759
linear,1201,pcalm,47,0.6302555141036511
linear,1201,pcalm,48,0.6275141091912144
linear,1201,pcalm,49,0.6277333228972227
linear,1201,pcalm,50,0.6265006584430436
linear,1201,pcalm,51,0.6238639284916047
linear,1201,pcalm,52,0.6223659936632748
linear,1201,pcalm,53,0.6208335221241995
linear,1201,pcalm,54,0.6199654919523322
linear,1201,pcalm,55,0.6190090281769355
linear,1201,pcalm,56,0.6179321083006674
linear,1201,pcalm,57,0.6167579035797411
linear,1201,pcalm,58,0.6160794337849811
linear,1201,pcalm,59,0.6153828884118463
linear,1201,pcalm,60,0.6140578913629017
linear,1202,pcalm,1,1.3281276977733874
linear,1202,pcalm,2,1.2098850900141234
linear,1202,pcalm,3,1.1237932041227465
linear,1202,pcalm,4,1.058200936703521
linear,1202,pcalm,5,1.006043170622142
linear,1202,pcalm,6,0.9618883753003947
linear,1202,pcalm,7,0.9234553574780326
linear,1202,pcalm,8,0.8901385562675461
linear,1202,pcalm,9,0.8604218643675736
linear,1202,pcalm,10,0.8345296127988089
linear,1202,pcalm,11,0.8123790492723866
linear,1202,pcalm,12,0.7919637384804045
linear,1202,pcalm,13,0.7743691911211599
linear,1202,pcalm,14,0.7580821054221034
linear,1202,pcalm,15,0.7426424474433745
linear,1202,pcalm,16,0.7295605765023804
linear,1202,pcalm,17,0.7176632825568054
linear,1202,pcalm,18,0.705622647486515
linear,1202,pcalm,19,0.6946705263659583
linear,1202,pcalm,20,0.6853403185390908
linear,1202,pcalm,21,0.6761071894336842
linear,1202,pcalm,22,0.6680279904438592
linear,1202,pcalm,23,0.659920207178713
linear,1202,pcalm,24,0.6532365693384925
linear,1202,pcalm,25,0.6465891334083246
linear,1202,pcalm,26,0.6409385450133634
linear,1202,pcalm,27,0.6352902022065464
linear,1202,pcalm,28,0.6302367441199088
linear,1202,pcalm,29,0.6255700009002956
linear,1202,pcalm,30,0.6217172399097695
linear,1202,pcalm,31,0.6176917685994486
linear,1202,pcalm,32,0.6145295283150686
linear,1202,pcalm,33,0.6105995789357025
linear,1202,pcalm,34,0.6064541025528943
linear,1202,pcalm,35,0.6033562977361883
linear,1202,pcalm,36,0.5998732382793546
linear,1202,pcalm,37,0.5969425368128803
linear,1202,pcalm,38,0.5934530432413944
linear,1202,pcalm,39,0.591204971375776
linear,1202,pcalm,40,0.5888780879042274
linear,1202,pcalm,41,0.585268813349139
linear,1202,pcalm,42,0.5827277035767328
linear,1202,pcalm,43,0.580238282286261
linear,1202,pcalm,44,0.5781724605518505
linear,1202,pcalm,45,0.5759386636207479
linear,1202,pcalm,46,0.5739504089047678
linear,1202,pcalm,47,0.5718866331582553
linear,1202,pcalm,48,0.5699401002227363
linear,1202,pcalm,49,0.5668179512946138
linear,1202,pcalm,50,0.5648735203049497
linear,1202,pcalm,51,0.5639384493251711
linear,1202,pcalm,52,0.562432719053172
linear,1202,pcalm,53,0.5608458292983206
linear,1202,pcalm,54,0.5583726745566221
linear,1202,pcalm,55,0.5581949557066728
linear,1202,pcalm,56,0.556518245931186
linear,1202,pcalm,57,0.5553948794430613
linear,1202,pcalm,58,0.5543618205919255
linear,1202,pcalm,59,0.5530308007207716
linear,1202,pcalm,60,0.5533018608417865
linear,1203,pcalm,1,1.1527085444326688
linear,1203,pcalm,2,1.0593765080731068
linear,1203,pcalm,3,0.9911070494843924
linear,1203,pcalm,4,0.9415674677280066
linear,1203,pcalm,5,0.9043821411023547
linear,1203,pcalm,6,0.8723542539790287
linear,1203,pcalm,7,0.8462784466029617
linear,1203,pcalm,8,0.8234499670151124
linear,1203,pcalm,9,0.8019214222063541
linear,1203,pcalm,10,0.7824637155525376
linear,1203,pcalm,11,0.7647425885077301
linear,1203,pcalm,12,0.7490464361869577
linear,1203,pcalm,13,0.734402611318932
linear,1203,pcalm,14,0.721751774288709
linear,1203,pcalm,15,0.7102920111838986
linear,1203,pcalm,16,0.700302175401358
linear,1203,pcalm,17,0.691319710575853
linear,1203,pcalm,18,0.6834076758296875
linear,1203,pcalm,19,0.6759087936429536
linear,1203,pcalm,20,0.669509524766904
linear,1203,pcalm,21,0.6634027886414698
linear,1203,pcalm,22,0.6570298217748742
linear,1203,pcalm,23,0.6513292926806629
linear,1203,pcalm,24,0.6452731523855567
linear,1203,pcalm,25,0.6401580900025431
linear,1203,pcalm,26,0.634611010534862
linear,1203,pcalm,27,0.6290419730402971
linear,1203,pcalm,28,0.624334786764396
linear,1203,pcalm,29,0.6198041358455244
linear,1203,pcalm,30,0.6153220595760327
linear,1203,pcalm,31,0.6113256890253859
linear,1203,pcalm,32,0.6073886597028947
linear,1203,pcalm,33,0.6039413150955727
linear,1203,pcalm,34,0.6007501088100773
linear,1203,pcalm,35,0.5974815855508485
linear,1203,pcalm,36,0.5942387527309516
linear,1203,pcalm,37,0.5914144576208576
linear,1203,pcalm,38,0.588492210583587
linear,1203,pcalm,39,0.5851784476130426
linear,1203,pcalm,40,0.5830124816673246
linear,1203,pcalm,41,0.5803511379568463
linear,1203,pcalm,42,0.5783401027963345
linear,1203,pcalm,43,0.5759257226454519
linear,1203,pcalm,44,0.5731015236351321
linear,1203,pcalm,45,0.5710736371408854
linear,1203,pcalm,46,0.5692105853211036
linear,1203,pcalm,47,0.5674262502840356
linear,1203,pcalm,48,0.5665590618693197
linear,1203,pcalm,49,0.5649715559490659
linear,1203,pcalm,50,0.5640345329069635
linear,1203,pcalm,51,0.5624355329968429
linear,1203,pcalm,52,0.5615033635220762
linear,1203,pcalm,53,0.5604967484918654
linear,1203,pcalm,54,0.559310035653262
linear,1203,pcalm,55,0.5587281246522063
linear,1203,pcalm,56,0.5583231770966105
linear,1203,pcalm,57,0.5577780487177413
linear,1203,pcalm,58,0.5566391940603967
linear,1203,pcalm,59,0.5558818228175267
linear,1203,pcalm,60,0.5555032848950684
linear,1204,pcalm,1,1.4068782404211457
linear,1204,pcalm,2,1.3092747417475066
linear,1204,pcalm,3,1.2243511737927475
linear,1204,pcalm,4,1.1510326727432998
linear,1204,pcalm,5,1.0889587924679403
linear,1204,pcalm,6,1.0369828590311536
linear,1204,pcalm,7,0.9930118721765272
linear,1204,pcalm,8,0.9550920584816049
linear,1204,pcalm,9,0.922926973654217
linear,1204,pcalm,10,0.894407579100556
linear,1204,pcalm,11,0.8694301771202927
linear,1204,pcalm,12,0.8469384709381931
linear,1204,pcalm,13,0.8270739236983342
linear,1204,pcalm,14,0.8091603532833579
linear,1204,pcalm,15,0.7936462740287448
linear,1204,pcalm,16,0.7797172379425076
linear,1204,pcalm,17,0.7668751422077295
linear,1204,pcalm,18,0.756079433449565
linear,1204,pcalm,19,0.7464009948950127
linear,1204,pcalm,20,0.7368270934571252
linear,1204,pcalm,21,0.7287034583634137
linear,1204,pcalm,22,0.7212470289150259
linear,1204,pcalm,23,0.7136795842844226
linear,1204,pcalm,24,0.7077522690221554
linear,1204,pcalm,25,0.7026048876067544
linear,1204,pcalm,26,0.6967584604635212
linear,1204,pcalm,27,0.6921268783171168
linear,1204,pcalm,28,0.6875870653740203
linear,1204,pcalm,29,0.6834863735682694
linear,1204,pcalm,30,0.6792663935501454
linear,1204,pcalm,31,0.6760970635881965
linear,1204,pcalm,32,0.6713353079623529
linear,1204,pcalm,33,0.6673462081345223
linear,1204,pcalm,34,0.6643967871546376
linear,1204,pcalm,35,0.6613542779549452
linear,1204,pcalm,36,0.6577760587576774
linear,1204,pcalm,37,0.6553222298898471
linear,1204,pcalm,38,0.6515863831468315
linear,1204,pcalm,39,0.6481736326704256
linear,1204,pcalm,40,0.6450532160919803
linear,1204,pcalm,41,0.6435199022949872
linear,1204,pcalm,42,0.6411842112494727
linear,1204,pcalm,43,0.6384941216845504
linear,1204,pcalm,44,0.6359271995655899
linear,1204,pcalm,45,0.6354817062891894
linear,1204,pcalm,46,0.6322947103927461
linear,1204,pcalm,47,0.6302229651829313
linear,1204,pcalm,48,0.6284324919288286
linear,1204,pcalm,49,0.6259128702008375
linear,1204,pcalm,50,0.6253017153912955
linear,1204,pcalm,51,0.6250889059433818
linear,1204,pcalm,52,0.6234123557729628
linear,1204,pcalm,53,0.6221424163702626
linear,1204,pcalm,54,0.6212731306000335
linear,1204,pcalm,55,0.62079577546508
linear,1204,pcalm,56,0.6186981060911511
linear,1204,pcalm,57,0.6181106478335266
linear,1204,pcalm,58,0.6187305529627033
linear,1204,pcalm,59,0.6188746877382213
linear,1204,pcalm,60,0.617576886296824
linear,1205,pcalm,1,1.2819213590409764
linear,1205,pcalm,2,1.1992087340083724
linear,1205,pcalm,3,1.135187480761854
linear,1205,pcalm,4,1.082742368316396
linear,1205,pcalm,5,1.0374288896321822
linear,1205,pcalm,6,0.9978100295788485
linear,1205,pcalm,7,0.9637860396094261
linear,1205,pcalm,8,0.9343191539478104
linear,1205,pcalm,9,0.9081390181282624
linear,1205,pcalm,10,0.8858615004055507
linear,1205,pcalm,11,0.8654967675755806
linear,1205,pcalm,12,0.8468235730758056
linear,1205,pcalm,13,0.8294203094936506
linear,1205,pcalm,14,0.8137626869022467
linear,1205,pcalm,15,0.7991643179627358
linear,1205,pcalm,16,0.7845845057958615
linear,1205,pcalm,17,0.7709444565036915
linear,1205,pcalm,18,0.7579963156640872
linear,1205,pcalm,19,0.7452080742123561
linear,1205,pcalm,20,0.7334267620950908
linear,1205,pcalm,21,0.7226416799599904
linear,1205,pcalm,22,0.712435988831083
linear,1205,pcalm,23,0.703175401723795
linear,1205,pcalm,24,0.6940693408341438
linear,1205,pcalm,25,0.6855989741457064
linear,1205,pcalm,26,0.6784179419507645
linear,1205,pcalm,27,0.6713305716337814
linear,1205,pcalm,28,0.6636105416545299
linear,1205,pcalm,29,0.6567933813663343
linear,1205,pcalm,30,0.6508506968499533
linear,1205,pcalm,31,0.6446257490785435
linear,1205,pcalm,32,0.6395169966334363
linear,1205,pcalm,33,0.6341066976421227
linear,1205,pcalm,34,0.6293194289233623
linear,1205,pcalm,35,0.6254677022568799
linear,1205,pcalm,36,0.6210473961447621
linear,1205,pcalm,37,0.6161266608028234
linear,1205,pcalm,38,0.6129414088339039
linear,1205,pcalm,39,0.6100315658281986
linear,1205,pcalm,40,0.6079699410946019
linear,1205,pcalm,41,0.6044743760524628
linear,1205,pcalm,42,0.6012742863174452
linear,1205,pcalm,43,0.5982352818607806
linear,1205,pcalm,44,0.595386863683498
linear,1205,pcalm,45,0.5933756021506619
linear,1205,pcalm,46,0.5907953526975628
linear,1205,pcalm,47,0.5888026261089356
linear,1205,pcalm,48,0.587487411694564
linear,1205,pcalm,49,0.5861176139603735
linear,1205,pcalm,50,0.5837096811083798
linear,1205,pcalm,51,0.5825769756419481
linear,1205,pcalm,52,0.5808342985297991
linear,1205,pcalm,53,0.5796015369265571
linear,1205,pcalm,54,0.5787427628708058
linear,1205,pcalm,55,0.5782051959835376
linear,1205,pcalm,56,0.5764578896340482
linear,1205,pcalm,57,0.5751126905699039
linear,1205,pcalm,58,0.5744432785624319
linear,1205,pcalm,59,0.5745344200283555
linear,1205,pcalm,60,0.5738820257600362
linear,1206,pcalm,1,1.1528655963064016
linear,1206,pcalm,2,1.0820410548946384
linear,1206,pcalm,3,1.0220891134683965
linear,1206,pcalm,4,0.9697855481157672
linear,1206,pcalm,5,0.9253967473337382
linear,1206,pcalm,6,0.8882470992471262
linear,1206,pcalm,7,0.8557919314172239
linear,1206,pcalm,8,0.827597231750462
linear,1206,pcalm,9,0.8016868444763764
linear,1206,pcalm,10,0.7787814037038624
linear,1206,pcalm,11,0.7582398648107339
linear,1206,pcalm,12,0.7394350709265138
linear,1206,pcalm,13,0.7225910037672213
linear,1206,pcalm,14,0.7073037639759132
linear,1206,pcalm,15,0.69286208346506
linear,1206,pcalm,16,0.6799789128703525
linear,1206,pcalm,17,0.6682258418182346
linear,1206,pcalm,18,0.6574794398808691
linear,1206,pcalm,19,0.6473446980884024
linear,1206,pcalm,20,0.6381364086043995
linear,1206,pcalm,21,0.630134721854832
linear,1206,pcalm,22,0.6221684929285956
linear,1206,pcalm,23,0.6151240489136348
linear,1206,pcalm,24,0.6086751058679974
linear,1206,pcalm,25,0.6026176904716584
linear,1206,pcalm,26,0.5968295203052723
linear,1206,pcalm,27,0.5916598104710594
linear,1206,pcalm,28,0.5861527965458013
linear,1206,pcalm,29,0.5811177367525991
linear,1206,pcalm,30,0.576073669472917
linear,1206,pcalm,31,0.5717976101065878
linear,1206,pcalm,32,0.5676456971727691
linear,1206,pcalm,33,0.5638491744035764
linear,1206,pcalm,34,0.5601185607171758
linear,1206,pcalm,35,0.5567975093494427
linear,1206,pcalm,36,0.5526361400998724
linear,1206,pcalm,37,0.5488186556386715
linear,1206,pcalm,38,0.5460402263247323
linear,1206,pcalm,39,0.5433553345890242
linear,1206,pcalm,40,0.540766140422714
linear,1206,pcalm,41,0.5372822560536284
linear,1206,pcalm,42,0.5349924762779238
linear,1206,pcalm,43,0.5325153761178031
linear,1206,pcalm,44,0.5302964778145002
linear,1206,pcalm,45,0.527421563205578
linear,1206,pcalm,46,0.5248359369877186
linear,1206,pcalm,47,0.5220845902046801
linear,1206,pcalm,48,0.520098848866338
linear,1206,pcalm,49,0.5181877574790626
linear,1206,pcalm,50,0.5161012300228872
linear,1206,pcalm,51,0.5141722788430066
linear,1206,pcalm,52,0.5120035403618365
linear,1206,pcalm,53,0.5101068810874388
linear,1206,pcalm,54,0.5088285451986523
linear,1206,pcalm,55,0.507189963208671
linear,1206,pcalm,56,0.5046139749208579
linear,1206,pcalm,57,0.5033613103109528
linear,1206,pcalm,58,0.5025913713149388
linear,1206,pcalm,59,0.5006986188622533
linear,1206,pcalm,60,0.4989593697457097
linear,1207,pcalm,1,1.1701232241079504
linear,1207,pcalm,2,1.0853491278257958
linear,1207,pcalm,3,1.020033485782281
linear,1207,pcalm,4,0.9691095716280267
linear,1207,pcalm,5,0.9285031971564521
linear,1207,pcalm,6,0.8941636955074115
linear,1207,pcalm,7,0.8637982052398961
linear,1207,pcalm,8,0.8372149208317761
linear,1207,pcalm,9,0.813110140104797
linear,1207,pcalm,10,0.791631115461072
linear,1207,pcalm,11,0.7724649253111074
linear,1207,pcalm,12,0.7544861134616969
linear,1207,pcalm,13,0.7379280918588732
linear,1207,pcalm,14,0.7235483163455463
linear,1207,pcalm,15,0.7101587162589874
linear,1207,pcalm,16,0.6973986956439614
linear,1207,pcalm,17,0.6864907809561448
linear,1207,pcalm,18,0.6761113043277841
linear,1207,pcalm,19,0.6665080856827926
linear,1207,pcalm,20,0.6576223675161986
linear,1207,pcalm,21,0.6494596420547235
linear,1207,pcalm,22,0.6417352349342874
linear,1207,pcalm,23,0.634836314913194
linear,1207,pcalm,24,0.628030943285501
linear,1207,pcalm,25,0.6220964281972997
linear,1207,pcalm,26,0.6165624500587475
linear,1207,pcalm,27,0.6111316201902574
linear,1207,pcalm,28,0.6064891882323235
linear,1207,pcalm,29,0.6020485815068106
linear,1207,pcalm,30,0.5981105944290386
linear,1207,pcalm,31,0.5945403051256332
linear,1207,pcalm,32,0.590698771662905
linear,1207,pcalm,33,0.5877753573630558
linear,1207,pcalm,34,0.5847440713608788
linear,1207,pcalm,35,0.581737954155101
linear,1207,pcalm,36,0.5792329137759772
linear,1207,pcalm,37,0.5770812244444575
linear,1207,pcalm,38,0.5747082528910362
linear,1207,pcalm,39,0.5723134238665558
linear,1207,pcalm,40,0.570161689340465
linear,1207,pcalm,41,0.5687869533237617
linear,1207,pcalm,42,0.5664578165660313
linear,1207,pcalm,43,0.5643760964822367
linear,1207,pcalm,44,0.5625557763201406
linear,1207,pcalm,45,0.5606786191978269
linear,1207,pcalm,46,0.5589288368833171
linear,1207,pcalm,47,0.5566955749016266
linear,1207,pcalm,48,0.5551715634481836
linear,1207,pcalm,49,0.5541581572241046
linear,1207,pcalm,50,0.5521941295957853
linear,1207,pcalm,51,0.5506222702843361
linear,1207,pcalm,52,0.5494022267775142
linear,1207,pcalm,53,0.5476862790920521
linear,1207,pcalm,54,0.5458544494414025
linear,1207,pcalm,55,0.5450326415288634
linear,1207,pcalm,56,0.5428263756786077
linear,1207,pcalm,57,0.5414975625834058
linear,1207,pcalm,58,0.5402456088432833
linear,1207,pcalm,59,0.5396114058652779
linear,1207,pcalm,60,0.5385917136698994
linear,1208,pcalm,1,1.095951416989161
linear,1208,pcalm,2,1.0217465759728883
linear,1208,pcalm,3,0.9640822823761285
linear,1208,pcalm,4,0.9175018878855031
linear,1208,pcalm,5,0.8787495300567213
linear,1208,pcalm,6,0.8445079341940729
linear,1208,pcalm,7,0.8160638523074905
linear,1208,pcalm,8,0.7912770842854151
linear,1208,pcalm,9,0.7705730231644171
linear,1208,pcalm,10,0.7518035107105735
linear,1208,pcalm,11,0.7357249796984391
linear,1208,pcalm,12,0.7207162121521847
linear,1208,pcalm,13,0.7067259007960637
linear,1208,pcalm,14,0.6944923084712423
linear,1208,pcalm,15,0.6832354398856678
linear,1208,pcalm,16,0.6724906348865357
linear,1208,pcalm,17,0.662994994956076
linear,1208,pcalm,18,0.6532998433360485
linear,1208,pcalm,19,0.6450105614551896
linear,1208,pcalm,20,0.6368037662648266
linear,1208,pcalm,21,0.6297849213671864
linear,1208,pcalm,22,0.623626631610108
linear,1208,pcalm,23,0.6171173408951982
linear,1208,pcalm,24,0.6108675975121232
linear,1208,pcalm,25,0.6052958815926198
linear,1208,pcalm,26,0.6007756663308065
linear,1208,pcalm,27,0.5950443725275936
linear,1208,pcalm,28,0.5910582595578758
linear,1208,pcalm,29,0.5864291545338897
linear,1208,pcalm,30,0.5825252716262659
linear,1208,pcalm,31,0.5790993380282136
linear,1208,pcalm,32,0.5761250636912355
linear,1208,pcalm,33,0.5723112228926258
linear,1208,pcalm,34,0.5700360173044811
linear,1208,pcalm,35,0.5675615022475536
linear,1208,pcalm,36,0.56492615281066
linear,1208,pcalm,37,0.5624762465618037
linear,1208,pcalm,38,0.5596866928834646
linear,1208,pcalm,39,0.5575897902444441
linear,1208,pcalm,40,0.5561166322145282
linear,1208,pcalm,41,0.5560052815901186
linear,1208,pcalm,42,0.5558080324517379
linear,1208,pcalm,43,0.5544987891445858
linear,1208,pcalm,44,0.5528830881313425
linear,1208,pcalm,45,0.5527537192555607
linear,1208,pcalm,46,0.5522586091606906
linear,1208,pcalm,47,0.5505012410876687
linear,1208,pcalm,48,0.5500662163871896
linear,1208,pcalm,49,0.5495748625896782
linear,1208,pcalm,50,0.5489260632127725
linear,1208,pcalm,51,0.5483333424886959
linear,1208,pcalm,52,0.5465715634015914
linear,1208,pcalm,53,0.5460949709371502
linear,1208,pcalm,54,0.5460322828053134
linear,1208,pcalm,55,0.5452254452227278
linear,1208,pcalm,56,0.545295978358615
linear,1208,pcalm,57,0.5448457284734156
linear,1208,pcalm,58,0.5450564857504164
linear,1208,pcalm,59,0.5452160140361406
linear,1208,pcalm,60,0.5442127438871851
linear,1209,pcalm,1,1.266578999842232
linear,1209,pcalm,2,1.1583016552565963
linear,1209,pcalm,3,1.0716539661442082
linear,1209,pcalm,4,1.0008635080363268
linear,1209,pcalm,5,0.9435494779440332
linear,1209,pcalm,6,0.8974712720265444
linear,1209,pcalm,7,0.8591001235433117
linear,1209,pcalm,8,0.8254315014537271
linear,1209,pcalm,9,0.7957692065366122
linear,1209,pcalm,10,0.7696385388284134
linear,1209,pcalm,11,0.7466859582882058
linear,1209,pcalm,12,0.7263601376504156
linear,1209,pcalm,13,0.7078773230214933
linear,1209,pcalm,14,0.691360078350133
linear,1209,pcalm,15,0.676124958074662
linear,1209,pcalm,16,0.6623391635019261
linear,1209,pcalm,17,0.6501748835352682
linear,1209,pcalm,18,0.6387108093270153
linear,1209,pcalm,19,0.6290329971641263
linear,1209,pcalm,20,0.619410600290646
linear,1209,pcalm,21,0.6108071223735605
linear,1209,pcalm,22,0.6028770657860131
linear,1209,pcalm,23,0.5955783460193417
linear,1209,pcalm,24,0.5892129294766256
linear,1209,pcalm,25,0.5831221717370992
linear,1209,pcalm,26,0.5778404844685515
linear,1209,pcalm,27,0.5725278260668695
linear,1209,pcalm,28,0.5681524651727908
linear,1209,pcalm,29,0.5635429070131653
linear,1209,pcalm,30,0.5599713890067199
linear,1209,pcalm,31,0.556200664201638
linear,1209,pcalm,32,0.5530193380563057
linear,1209,pcalm,33,0.5497477031145769
linear,1209,pcalm,34,0.5465951255787672
linear,1209,pcalm,35,0.5440713850463793
linear,1209,pcalm,36,0.5416078670816787
linear,1209,pcalm,37,0.5390599222231742
linear,1209,pcalm,38,0.5368380516578384
linear,1209,pcalm,39,0.5340042382454051
linear,1209,pcalm,40,0.5314369454368102
linear,1209,pcalm,41,0.5288730990896742
linear,1209,pcalm,42,0.5265975479110275
linear,1209,pcalm,43,0.5245137778695614
linear,1209,pcalm,44,0.5222109317459075
linear,1209,pcalm,45,0.5193085101047719
linear,1209,pcalm,46,0.5173701139871548
linear,1209,pcalm,47,0.5157479611605797
linear,1209,pcalm,48,0.5147060405054001
linear,1209,pcalm,49,0.5127879709001493
linear,1209,pcalm,50,0.5110718868195552
linear,1209,pcalm,51,0.5088367422109504
linear,1209,pcalm,52,0.5072205298691608
linear,1209,pcalm,53,0.5057681334169075
linear,1209,pcalm,54,0.5036599383995858
linear,1209,pcalm,55,0.5027324844097987
linear,1209,pcalm,56,0.5015666368271949
linear,1209,pcalm,57,0.5017176289918355
linear,1209,pcalm,58,0.4995381514611125
linear,1209,pcalm,59,0.49866198580710597
linear,1209,pcalm,60,0.49808434207937696
linear,1210,pcalm,1,1.1561018796553437
linear,1210,pcalm,2,1.0840336091371021
linear,1210,pcalm,3,1.0252676558994989
linear,1210,pcalm,4,0.9767450372528385
linear,1210,pcalm,5,0.9367664242977739
linear,1210,pcalm,6,0.902293532946555
linear,1210,pcalm,7,0.8732439792534524
linear,1210,pcalm,8,0.847913084405783
linear,1210,pcalm,9,0.8263147606286297
linear,1210,pcalm,10,0.8073385401181449
linear,1210,pcalm,11,0.7902821801994849
linear,1210,pcalm,12,0.7749619123200894
linear,1210,pcalm,13,0.7603463025641043
linear,1210,pcalm,14,0.7472230506673606
linear,1210,pcalm,15,0.7338406112110519
linear,1210,pcalm,16,0.7214085983444948
linear,1210,pcalm,17,0.7101664107700447
linear,1210,pcalm,18,0.6985693309274384
linear,1210,pcalm,19,0.6874663777476903
linear,1210,pcalm,20,0.6769884072391482
linear,1210,pcalm,21,0.6667456485616814
linear,1210,pcalm,22,0.6568702325185688
linear,1210,pcalm,23,0.64841295791172
linear,1210,pcalm,24,0.6408767782939919
linear,1210,pcalm,25,0.6333179837267225
linear,1210,pcalm,26,0.6273406854898426
linear,1210,pcalm,27,0.6218197867356721
linear,1210,pcalm,28,0.6166904261073199
linear,1210,pcalm,29,0.6130282314018273
linear,1210,pcalm,30,0.6094897273203393
linear,1210,pcalm,31,0.6057406803655349
linear,1210,pcalm,32,0.60252807973484
linear,1210,pcalm,33,0.6003159790351013
linear,1210,pcalm,34,0.5976080750670056
linear,1210,pcalm,35,0.5949598810378445
linear,1210,pcalm,36,0.5931723713639702
linear,1210,pcalm,37,0.5916126054065524
linear,1210,pcalm,38,0.5899053992850357
linear,1210,pcalm,39,0.5876170294894384
linear,1210,pcalm,40,0.5855706042038002
linear,1210,pcalm,41,0.5838143861576643
linear,1210,pcalm,42,0.5822578699927701
linear,1210,pcalm,43,0.5797723704621075
linear,1210,pcalm,44,0.5782116087631474
linear,1210,pcalm,45,0.5765678755392084
linear,1210,pcalm,46,0.5753838830295093
linear,1210,pcalm,47,0.5740602993124133
linear,1210,pcalm,48,0.5719095432616029
linear,1210,pcalm,49,0.5706158894353792
linear,1210,pcalm,50,0.569346599657241
linear,1210,pcalm,51,0.5679076846332051
linear,1210,pcalm,52,0.5663249293705546
linear,1210,pcalm,53,0.5643609062388862
linear,1210,pcalm,54,0.5630910612767389
linear,1210,pcalm,55,0.5615328372940959
linear,1210,pcalm,56,0.5609930400141702
linear,1210,pcalm,57,0.559445100987129
linear,1210,pcalm,58,0.5591260293893837
linear,1210,pcalm,59,0.5569588133688382
linear,1210,pcalm,60,0.5556056744935721
linear,1211,pcalm,1,1.1444874708379331
linear,1211,pcalm,2,1.065220388250665
linear,1211,pcalm,3,1.0048446337649677
linear,1211,pcalm,4,0.957574502361402
linear,1211,pcalm,5,0.919160133241221
linear,1211,pcalm,6,0.8860725756350284
linear,1211,pcalm,7,0.8565679734755504
linear,1211,pcalm,8,0.830602077375929
linear,1211,pcalm,9,0.806572422679471
linear,1211,pcalm,10,0.7847925434896337
linear,1211,pcalm,11,0.7648527620094248
linear,1211,pcalm,12,0.7462098514350233
linear,1211,pcalm,13,0.7285957409375848
linear,1211,pcalm,14,0.7128382106934404
linear,1211,pcalm,15,0.697720513124258
linear,1211,pcalm,16,0.6833982549685352
linear,1211,pcalm,17,0.669966242782805
linear,1211,pcalm,18,0.6575397564441062
linear,1211,pcalm,19,0.6456492277504883
linear,1211,pcalm,20,0.6347241066638539
linear,1211,pcalm,21,0.6246142378343823
linear,1211,pcalm,22,0.6154775803982845
linear,1211,pcalm,23,0.6071508670373618
linear,1211,pcalm,24,0.5997737257191275
linear,1211,pcalm,25,0.5933503526885362
linear,1211,pcalm,26,0.5874037156879505
linear,1211,pcalm,27,0.5814603855624221
linear,1211,pcalm,28,0.5765393123106997
linear,1211,pcalm,29,0.5724910595089621
linear,1211,pcalm,30,0.5680618403431422
linear,1211,pcalm,31,0.5642121964976113
linear,1211,pcalm,32,0.5604565591795613
linear,1211,pcalm,33,0.5572469789683208
linear,1211,pcalm,34,0.5542203657385514
linear,1211,pcalm,35,0.5513247392756859
linear,1211,pcalm,36,0.5492314242449606
linear,1211,pcalm,37,0.5462645211606657
linear,1211,pcalm,38,0.5434755718906675
linear,1211,pcalm,39,0.5418058076068987
linear,1211,pcalm,40,0.5397760959992511
linear,1211,pcalm,41,0.537396502288088
linear,1211,pcalm,42,0.5354309883374034
linear,1211,pcalm,43,0.5331328840307532
linear,1211,pcalm,44,0.5318730945669138
linear,1211,pcalm,45,0.5304461978242988
linear,1211,pcalm,46,0.5296082997669824
linear,1211,pcalm,47,0.5271576290744301
linear,1211,pcalm,48,0.5262814118296808
linear,1211,pcalm,49,0.5252605619783107
linear,1211,pcalm,50,0.5236123748061109
linear,1211,pcalm,51,0.522848223865567
linear,1211,pcalm,52,0.5217679210486867
linear,1211,pcalm,53,0.5198626009638936
linear,1211,pcalm,54,0.5188744120402359
linear,1211,pcalm,55,0.51861415195268
linear,1211,pcalm,56,0.5173127074512274
linear,1211,pcalm,57,0.5165522054419952
linear,1211,pcalm,58,0.5160291826491835
linear,1211,pcalm,59,0.515758070154341
linear,1211,pcalm,60,0.5144220940238228
linear,1212,pcalm,1,1.193129894954087
linear,1212,pcalm,2,1.111263685655819
linear,1212,pcalm,3,1.0512513261936347
linear,1212,pcalm,4,1.0050316639943677
linear,1212,pcalm,5,0.9684939162670032
linear,1212,pcalm,6,0.9371109145275555
linear,1212,pcalm,7,0.9102355845123019
linear,1212,pcalm,8,0.8862523742683169
linear,1212,pcalm,9,0.8640761756980565
linear,1212,pcalm,10,0.8437628540839199
