task,seed,method,lr,eta,alpha,validation_mse,runtime_seconds,residual,test_mse,r2,noisy_input_mse,initial_test_mse
linear,1305,pc,0.003,0.05,0.0,0.5100579391544476,0.9404451390000759,0.08699855536319252,0.5194648239915857,0.4360609745867762,0.5389934889112907,1.1258355281969896
linear,1305,pcalm,0.003,0.05,0.2,0.5098976493822277,0.8964718370007176,0.06915061791549391,0.5259391461241464,0.42903235061645184,0.5445782917001273,1.1258355281969896
linear,1306,pc,0.003,0.05,0.0,0.5636765282939997,0.9604264179979509,0.09195015930359457,0.5381226338933744,0.40679403969178185,0.5620399715789698,1.128248756948565
linear,1306,pcalm,0.003,0.05,0.2,0.5743861745123885,0.8642097980009567,0.07623541191401528,0.553490619377866,0.3898529559812294,0.5780534572162498,1.128248756948565
linear,1307,pc,0.003,0.05,0.0,0.5291960102026053,0.8721812270014198,0.09172398029878753,0.5320328472253765,0.44560264864651034,0.5535036643751576,1.3058947184857168
linear,1307,pcalm,0.003,0.05,0.2,0.5324025966276099,0.8539512569986982,0.07515724976524588,0.5359950580815785,0.44147388250803177,0.558273655268151,1.3058947184857168
linear,1308,pc,0.003,0.05,0.0,0.6279722361202987,0.8716382310012705,0.10086052691963836,0.5938782738122338,0.3951052852977689,0.6198887292512049,1.2088140711410669
linear,1308,pcalm,0.003,0.05,0.2,0.6338152951644864,0.8709444659980363,0.08281521194097376,0.597238307436398,0.3916829230560389,0.6234807612481652,1.2088140711410669
linear,1309,pc,0.003,0.05,0.0,0.49343184877271523,0.8517172270003357,0.08703428999855244,0.4840446908033851,0.48341430597700175,0.5039147039390462,1.0942724165322006
linear,1309,pcalm,0.003,0.05,0.2,0.504943635599498,0.8730339470021136,0.07070636922912653,0.4970464732866399,0.4695384491496072,0.5164024689364983,1.0942724165322006
linear,1310,pc,0.003,0.05,0.0,0.46883564881976564,0.8661477550012933,0.08656285043661607,0.45783239144489823,0.5067605345754698,0.4839241150405196,1.1915252406520658
linear,1310,pcalm,0.003,0.05,0.2,0.4740477601433058,0.8556474839970178,0.07241067388254374,0.4683574486153786,0.4954215081777379,0.49600733197296315,1.1915252406520658
linear,1311,pc,0.003,0.05,0.0,0.4688557575718115,1.007474612997612,0.093382039890984,0.4749329643443166,0.5014560282835251,0.4970101853866595,1.1784912487675838
linear,1311,pcalm,0.003,0.05,0.2,0.4721163673006071,0.8335989089973737,0.07490482716275823,0.48147189659944684,0.4945920169345588,0.5035032508216238,1.1784912487675838
linear,1312,pc,0.003,0.05,0.0,0.6077313966945262,0.8401640629999747,0.09432582913442719,0.614323537629779,0.43491669866994054,0.6409831267325857,1.4068930727645228
linear,1312,pcalm,0.003,0.05,0.2,0.6262985288269839,0.8371103120007319,0.0769884152715969,0.6321332716728402,0.41853447872816063,0.6579142974799652,1.4068930727645228
linear,1313,pc,0.003,0.05,0.0,0.5410450384177897,0.8300030000027618,0.09680672772628948,0.5639299991481603,0.42981426150880553,0.5844373829901145,1.3067035489914407
linear,1313,pcalm,0.003,0.05,0.2,0.5450199775525498,0.8277632639983494,0.07680171727119821,0.5671772496370153,0.4265309889025414,0.5888639913975267,1.3067035489914407
linear,1314,pc,0.003,0.05,0.0,0.563963499999602,0.8394172769985744,0.09065170898179081,0.5621784834011389,0.459187158404333,0.5797000700248136,1.3118137677983246
linear,1314,pcalm,0.003,0.05,0.2,0.5798098149703247,0.840669285000331,0.07469420450378945,0.574002099164742,0.4478129001787885,0.5914012185043179,1.3118137677983246
linear,1315,pc,0.003,0.05,0.0,0.6236537571350997,0.9447721110009297,0.10196856015135008,0.6138990782192433,0.411619410660915,0.6322756291733224,1.4571524969929357
linear,1315,pcalm,0.003,0.05,0.2,0.6413907535179745,0.8516206870008318,0.08141427329566406,0.6298097141234863,0.39637014630747547,0.6483122826133806,1.4571524969929357
linear,1316,pc,0.003,0.05,0.0,0.5334781584743602,0.8432565759976569,0.08882055186550027,0.5308365773826785,0.48636374598795584,0.5520945978934937,1.2177982648306198
linear,1316,pcalm,0.003,0.05,0.2,0.5531732153283458,0.9163043900007324,0.07199959629605918,0.5503558281361549,0.4674769637553332,0.5707538833265337,1.2177982648306198
