seed,graph,method,epoch,validation_mse,residual
3108,full,pc,6,0.4984964062928924,0.007635395514333745
3108,full,pc,7,0.49829262362001453,0.008031396429950865
3108,full,pc,8,0.4981324158928459,0.008400185771087896
3108,full,pc,9,0.49804303765691194,0.008881737443825127
3108,full,pc,10,0.4981626325524263,0.00909993496575074
3108,full,pc,11,0.4984652976899874,0.00955286862167702
3108,full,pc,12,0.49888322098217464,0.009777753048587405
3108,full,pc,13,0.4993144197556384,0.010004492911353996
3108,full,pc,14,0.49966808977882865,0.010196234131664601
3108,full,pc,15,0.50019664142144,0.010502308275625824
3108,full,pc,16,0.5001561336095953,0.010402498945813037
3108,full,pc,17,0.5001495208184192,0.010732310128182187
3108,full,pc,18,0.4990758104824444,0.010819718779902803
3108,full,pc,19,0.4976441837423271,0.010395939898238568
3108,full,pc,20,0.49562035700682905,0.01034590462671948
3108,full,alm,1,0.49994252017799257,0.004688318963510722
3108,full,alm,2,0.4997194744673291,0.005085340649021973
3108,full,alm,3,0.49950839497202026,0.0054945778190169684
3108,full,alm,4,0.4990992878865913,0.0058514465122248465
3108,full,alm,5,0.4987584178225988,0.006293377164169887
3108,full,alm,6,0.49850261461115986,0.006614561057496398
3108,full,alm,7,0.4983183045364033,0.006936228388926237
3108,full,alm,8,0.49820136823943517,0.0072301085534886055
3108,full,alm,9,0.49819091269814253,0.007621578823661443
3108,full,alm,10,0.4984055094790353,0.007778047147309536
3108,full,alm,11,0.49886623680184045,0.00813179475009438
3108,full,alm,12,0.4994173349118215,0.008297746540940442
3108,full,alm,13,0.49989611863577277,0.008456650345837214
3108,full,alm,14,0.5001941321550816,0.008571716343132363
3108,full,alm,15,0.5006605434999467,0.00878371255392614
3108,full,alm,16,0.5002357726115378,0.008658814140872271
3108,full,alm,17,0.4996454222025838,0.00889016514177029
3108,full,alm,18,0.4978358838618599,0.008926870201635882
3108,full,alm,19,0.4957036276221387,0.008486378780235159
3108,full,alm,20,0.4930656313829793,0.00844406758993248
3109,forward,bp,1,0.4998956410673733,0.0
3109,forward,bp,2,0.4998530620067042,0.0
3109,forward,bp,3,0.49980600028913846,0.0
3109,forward,bp,4,0.4997397177183628,0.0
3109,forward,bp,5,0.49965033869113396,0.0
3109,forward,bp,6,0.499540192336958,0.0
3109,forward,bp,7,0.4993606149372757,0.0
3109,forward,bp,8,0.49911374830623106,0.0
3109,forward,bp,9,0.49885570238543014,0.0
3109,forward,bp,10,0.49848120036938437,0.0
3109,forward,bp,11,0.49800095306538433,0.0
3109,forward,bp,12,0.4975345038071017,0.0
3109,forward,bp,13,0.49675818123006454,0.0
3109,forward,bp,14,0.4958694510843489,0.0
3109,forward,bp,15,0.4950084378890439,0.0
3109,forward,bp,16,0.49388291767960946,0.0
3109,forward,bp,17,0.4929223327943049,0.0
3109,forward,bp,18,0.4921393712115917,0.0
3109,forward,bp,19,0.4914318072492767,0.0
3109,forward,bp,20,0.4905119121061593,0.0
3109,forward,pc,1,0.49989496799547906,0.006354827309514209
3109,forward,pc,2,0.49984629325307295,0.006805931235597088
3109,forward,pc,3,0.49978449149893345,0.007256899839389845
3109,forward,pc,4,0.49969046575302045,0.007708966635898345
3109,forward,pc,5,0.49957333039348384,0.008140949724065632
3109,forward,pc,6,0.4994251207238216,0.008568721361700789
3109,forward,pc,7,0.49921289060231405,0.008986861007384807
3109,forward,pc,8,0.4989581279204304,0.009360621463291599
3109,forward,pc,9,0.4986766946935778,0.009718708703066455
3109,forward,pc,10,0.49833283503491627,0.010018150694729932
3109,forward,pc,11,0.49793411634907736,0.010270528698942646
3109,forward,pc,12,0.49759653190387976,0.01058748655017774
3109,forward,pc,13,0.49713328050546857,0.010781688853812341
3109,forward,pc,14,0.4967598040431372,0.010929406019630541
3109,forward,pc,15,0.4964855499916403,0.011040863721276406
3109,forward,pc,16,0.4962423043133788,0.011103020456509453
3109,forward,pc,17,0.49644471422357284,0.011387910791692915
3109,forward,pc,18,0.49678102233873384,0.011298250562952555
3109,forward,pc,19,0.4973784886126513,0.011130475814035165
3109,forward,pc,20,0.49801497629735125,0.011587467078867802
3109,forward,alm,1,0.49989195795170827,0.005585074917356807
3109,forward,alm,2,0.4998388906679429,0.005978614599018764
3109,forward,alm,3,0.4997709984681719,0.006371063152480865
3109,forward,alm,4,0.4996675787979421,0.0067634300585894406
3109,forward,alm,5,0.49953846959486947,0.007136807899644764
3109,forward,alm,6,0.4993736190919019,0.00750553197426712
3109,forward,alm,7,0.49914677578366234,0.007864904176555328
3109,forward,alm,8,0.49887543766633696,0.008181295018242439
3109,forward,alm,9,0.4985724307757197,0.00848575484707258
3109,forward,alm,10,0.4982127545962878,0.008729752237902275
3109,forward,alm,11,0.49780691625584805,0.008931184866241183
3109,forward,alm,12,0.49749188421725044,0.009195201309369327
3109,forward,alm,13,0.4970661942488027,0.009347561595235086
3109,forward,alm,14,0.4967663226183615,0.009442019658634329
3109,forward,alm,15,0.4965746578508362,0.009512274371900206
3109,forward,alm,16,0.49643057552097974,0.009537401308392948
3109,forward,alm,17,0.4968814864228627,0.009801565197385629
3109,forward,alm,18,0.4974269454681006,0.009663283954787442
3109,forward,alm,19,0.4982598585149054,0.00945574530405892
3109,forward,alm,20,0.4991683989663153,0.009861487982271846
3109,full,bp,1,0.5000443413327187,0.0
3109,full,bp,2,0.49953437036768755,0.0
3109,full,bp,3,0.49910514826229835,0.0
3109,full,bp,4,0.49862205637485113,0.0
3109,full,bp,5,0.4982056175768249,0.0
3109,full,bp,6,0.497754951345419,0.0
3109,full,bp,7,0.4971524044526895,0.0
3109,full,bp,8,0.49645966166619865,0.0
3109,full,bp,9,0.49588521158171717,0.0
3109,full,bp,10,0.4951899407958166,0.0
3109,full,bp,11,0.49435268796720766,0.0
3109,full,bp,12,0.4937566488702191,0.0
3109,full,bp,13,0.49263812881796043,0.0
3109,full,bp,14,0.49148075629388993,0.0
3109,full,bp,15,0.4906829750381465,0.0
3109,full,bp,16,0.4896337615901329,0.0
3109,full,bp,17,0.4887926699025707,0.0
3109,full,bp,18,0.4885667791894903,0.0
3109,full,bp,19,0.48820398541612897,0.0
3109,full,bp,20,0.4871791371612053,0.0
3109,full,pc,1,0.5002247563119072,0.006350613213945572
3109,full,pc,2,0.49973763186129944,0.006779067910838322
3109,full,pc,3,0.4992119017668473,0.007206637047572834
3109,full,pc,4,0.49852705397919983,0.007648657315600364
3109,full,pc,5,0.4979129007403734,0.008050137564328961
3109,full,pc,6,0.4972430292990948,0.008457139201447826
3109,full,pc,7,0.496455470065447,0.008872868189453919
3109,full,pc,8,0.49568411784048666,0.009245960607879277
3109,full,pc,9,0.49501888320475784,0.009472338539887395
3109,full,pc,10,0.4943163758803095,0.009760144146838007
3109,full,pc,11,0.4935453886263498,0.009960802818219339
3109,full,pc,12,0.4931398123443175,0.010158835089395257
3109,full,pc,13,0.49238136131748556,0.010484086218607967
3109,full,pc,14,0.49176439760484203,0.01063780721084431
3109,full,pc,15,0.49174010160364934,0.010563457892659538
3109,full,pc,16,0.49179432853998956,0.010914108920328066
3109,full,pc,17,0.49179699741477856,0.010905433345888896
3109,full,pc,18,0.4928880024262467,0.010666065539362661
3109,full,pc,19,0.494268049637138,0.010527641766375682
3109,full,pc,20,0.49544420549864526,0.010805710770898917
3109,full,alm,1,0.5002277329695315,0.00557483026447081
3109,full,alm,2,0.4997397129869318,0.005939787919514167
3109,full,alm,3,0.499205305961543,0.006302290577494785
3109,full,alm,4,0.49850620853684313,0.006675168552151986
3109,full,alm,5,0.4978743544801386,0.007009931205785367
3109,full,alm,6,0.4971839484178218,0.007348852451980663
3109,full,alm,7,0.4963768810505925,0.007691173340134656
3109,full,alm,8,0.49558729142345,0.007995104403447403
3109,full,alm,9,0.49489530710773294,0.008159742620912425
3109,full,alm,10,0.49416786105046484,0.008384728776537457
3109,full,alm,11,0.4933851825188278,0.008521175454910622
3109,full,alm,12,0.4929805324295338,0.008664317296597782
3109,full,alm,13,0.4922463945250933,0.008889559521807958
3109,full,alm,14,0.49169621337283975,0.008997610940771726
3109,full,alm,15,0.4918195284410695,0.0088937727011954
3109,full,alm,16,0.4920665087982184,0.00914197853293042
3109,full,alm,17,0.4924988527981461,0.00905814036152061
3109,full,alm,18,0.4939443746258077,0.008820135537683299
3109,full,alm,19,0.4958349303637956,0.008676346041418403
3109,full,alm,20,0.49765182541293645,0.008837210631738503
